date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:04	96873/96873	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-includes/js/jquery/jquery4a5f.js	(from http://larissateixeira.adv.br/)
09:42:06	45500/45500	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/fancybox/jquery.fancybox.min.js?ver=5.4.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/fancybox/jquery.fancybox.min7661.js	(from http://larissateixeira.adv.br/)
09:42:07	840/840	---MCZ	200	added ('OK')	text/xml	date:Sat,%2012%20Sep%202020%2012:42:04%20GMT	http://larissateixeira.adv.br/xmlrpc.php?rsd	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/xmlrpc0db0.php	(from http://larissateixeira.adv.br/)
09:42:08	1045/1045	---M--	200	added ('OK')	application/xml	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-includes/wlwmanifest.xml	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-includes/wlwmanifest.xml	(from http://larissateixeira.adv.br/)
09:42:09	87203/87203	---MCZ	200	added ('OK')	application/json	date:Sat,%2012%20Sep%202020%2012:42:07%20GMT	http://larissateixeira.adv.br/wp-json/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-json/index.html	(from http://larissateixeira.adv.br/)
09:42:10	2424/2424	---MCZ	200	added ('OK')	application/json	date:Sat,%2012%20Sep%202020%2012:42:08%20GMT	http://larissateixeira.adv.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flarissateixeira.adv.br%2F	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-json/oembed/1.0/embed7adc.json	(from http://larissateixeira.adv.br/)
09:42:11	2521/2521	---MCZ	200	added ('OK')	text/xml	date:Sat,%2012%20Sep%202020%2012:42:09%20GMT	http://larissateixeira.adv.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flarissateixeira.adv.br%2F&format=xml	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-json/oembed/1.0/embed3594	(from http://larissateixeira.adv.br/)
09:42:12	148956/148956	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js?ver=6.0	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/js/revolution.tools.minf049.js	(from http://larissateixeira.adv.br/)
09:42:18	16979/16979	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jan%202018%2014:09:49%20GMT	https://velikorodnov.com/dev/dev_hicks_hynson/wp-content/themes/hickshynson/images/favicon.png	A:/Desktop/Nova%20pasta/Site%20Adv/velikorodnov.com/dev/dev_hicks_hynson/wp-content/themes/hickshynson/images/favicon.png	(from http://larissateixeira.adv.br/)
09:42:19	14642/14642	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Aug%202020%2020:31:34%20GMT	http://larissateixeira.adv.br/wp-content/uploads/2020/08/logoresul.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/uploads/2020/08/logoresul.png	(from http://larissateixeira.adv.br/)
09:42:19	289812/289812	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.1.8	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/js/rs6.minfe13.js	(from http://larissateixeira.adv.br/)
09:42:21	83595/83595	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Sep%202020%2012:42:18%20GMT	http://larissateixeira.adv.br/category/empresas/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/category/empresas/index.html	(from http://larissateixeira.adv.br/)
09:42:22	60400/60400	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Sep%202020%2012:42:19%20GMT	http://larissateixeira.adv.br/category/blog/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/category/blog/index.html	(from http://larissateixeira.adv.br/)
09:42:24	35237/35237	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Sep%202020%2012:42:20%20GMT	http://larissateixeira.adv.br/videos/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/videos/index.html	(from http://larissateixeira.adv.br/)
09:42:24	65854/65854	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Sep%202020%2012:42:21%20GMT	http://larissateixeira.adv.br/category/entes-publicos/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/category/entes-publicos/index.html	(from http://larissateixeira.adv.br/)
09:42:25	33884/33884	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Sep%202020%2012:42:22%20GMT	http://larissateixeira.adv.br/category/podcast/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/category/podcast/index.html	(from http://larissateixeira.adv.br/)
09:42:27	36893/36893	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Sep%202020%2012:42:24%20GMT	http://larissateixeira.adv.br/category/entrevistas/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/category/entrevistas/index.html	(from http://larissateixeira.adv.br/)
09:42:27	35844/35844	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Sep%202020%2012:42:24%20GMT	http://larissateixeira.adv.br/sobre/	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/sobre/index.html	(from http://larissateixeira.adv.br/)
09:42:28	176/176	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/instagram-feed/img/placeholder.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/instagram-feed/img/placeholder.png	(from http://larissateixeira.adv.br/)
09:42:30	1/1	---MCZ	400	error ('Bad%20Request')	text/html	date:Sat,%2012%20Sep%202020%2012:42:28%20GMT	http://larissateixeira.adv.br/wp-admin/admin-ajax.php	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-admin/admin-ajax.php	(from http://larissateixeira.adv.br/)
09:42:31	173/173	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/includes/widgets/popular-widget/js/pop-widget.js?ver=1.0.1	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/includes/widgets/popular-widget/js/pop-widgetf269.js	(from http://larissateixeira.adv.br/)
09:42:35	244/244	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/config-composer/assets/js/js_composer_front.js?ver=6.2.0	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/config-composer/assets/js/js_composer_front10df.js	(from http://larissateixeira.adv.br/)
09:42:36	20597/20597	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.2.0	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min10df.js	(from http://larissateixeira.adv.br/)
09:42:39	14105/14105	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/contact-form-7/includes/js/scripts5fba.js	(from http://larissateixeira.adv.br/)
09:42:40	3931/3931	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-includes/js/jquery/ui/core.mine899.js	(from http://larissateixeira.adv.br/)
09:42:42	6838/6838	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-includes/js/jquery/ui/widget.mine899.js	(from http://larissateixeira.adv.br/)
09:42:44	12036/12036	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-includes/js/jquery/ui/tabs.min.js?ver=1.11.4	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-includes/js/jquery/ui/tabs.mine899.js	(from http://larissateixeira.adv.br/)
09:42:50	40394/40394	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/owl-carousel/owl.carousel.min.js?ver=5.4.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/owl-carousel/owl.carousel.min7661.js	(from http://larissateixeira.adv.br/)
09:42:51	35624/35624	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/isotope.pkgd.min.js?ver=5.4.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/isotope.pkgd.min7661.js	(from http://larissateixeira.adv.br/)
09:42:51	241373/241373	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/uploads/2020/07/sobre-1-600x500.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/uploads/2020/07/sobre-1-600x500.png	(from http://larissateixeira.adv.br/)
09:42:52	3049/3049	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/custom-tabs.min.js?ver=5.4.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/custom-tabs.min7661.js	(from http://larissateixeira.adv.br/)
09:42:54	708/708	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/custom-select.min.js?ver=5.4.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/custom-select.min7661.js	(from http://larissateixeira.adv.br/)
09:42:56	13960/13960	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/main.min.js?ver=5.4.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/js/main.min7661.js	(from http://larissateixeira.adv.br/)
09:42:56	1434/1434	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-includes/js/wp-embed.min.js?ver=5.4.2	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-includes/js/wp-embed.min7661.js	(from http://larissateixeira.adv.br/)
09:42:58	12834/12834	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.min.js?ver=6.2.0	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/js_composer/assets/lib/bower/skrollr/dist/skrollr.min10df.js	(from http://larissateixeira.adv.br/)
09:43:01	20909/20909	---M--	200	added ('OK')	application/javascript	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/instagram-feed/js/sb-instagram-2-2.min.js?ver=2.4.5	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/instagram-feed/js/sb-instagram-2-2.min747d.js	(from http://larissateixeira.adv.br/)
09:43:01	1312/1312	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/instagram-feed/img/small-logo.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/instagram-feed/img/small-logo.png	(from http://larissateixeira.adv.br/wp-content/plugins/instagram-feed/css/sb-instagram-2-2.min.css?ver=2.4.5)
09:43:07	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:08	7536/7536	---M--	200	added ('OK')	font/woff	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:11	11968/11968	---M--	200	added ('OK')	font/ttf	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:12	13691/13691	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:14	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/openhand.cur	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/openhand.html	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:15	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/closedhand.cur	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:17	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:18	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:20	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:23	71/71	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:24	90/90	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:25	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/loader.gif	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from http://larissateixeira.adv.br/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
09:43:29	4976/4976	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2021:40:08%20GMT	http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/owl-carousel/assets/owl.video.play.png	A:/Desktop/Nova%20pasta/Site%20Adv/larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/owl-carousel/assets/owl.video.play.png	(from http://larissateixeira.adv.br/wp-content/themes/hickshynson/js/libs/owl-carousel/assets/owl.carousel.min.css?ver=5.4.2)
